931;193;RIVA;motos;
932;193;ROADWIN;motos;
933;193;SMART;motos;
934;193;SPEED;motos;
935;193;SUPER;motos;
936;193;ZIG;motos;
937;194;DY100-31;motos;
938;194;DY110-20;motos;
939;194;DY125-18;motos;
940;194;DY125-36A;motos;
941;194;DY125-37;motos;
942;194;DY125-5;motos;
943;194;DY125-52;motos;
944;194;DY150-12;motos;
945;194;DY200;motos;
946;195;SUMMER;motos;
947;195;DY125-8;motos;
948;195;SPACE;motos;
949;195;PHANTON;motos;
950;195;CITY;motos;
951;195;DY150GY;motos;
952;195;CARGO 150;motos;
953;195;CARGO 200;motos;
954;195;DY250-2;motos;
955;196;ATLANTIS;motos;
956;196;GPR;motos;
957;196;PREDATOR;motos;
958;196;RED BULLET;motos;
959;196;REPLICAS;motos;
960;196;SENDA;motos;
961;197;1098;motos;
962;197;1198;motos;
963;197;749;motos;
964;197;848;motos;
965;197;996;motos;
966;197;998;motos;
967;197;999;motos;
968;197;999R;motos;
969;197;DESMOSEDICI;motos;
970;197;DIAVEL;motos;
971;197;HYPERMOTARD;motos;
972;197;MONSTER;motos;
973;197;MULTISTRADA;motos;
974;197;SPORTCLASSIC;motos;
975;197;SS;motos;
976;197;ST-2;motos;
977;197;ST-4;motos;
978;197;STREETFIGHTER;motos;
979;198;MIRAGE;motos;
980;198;ONE;motos;
981;198;ONE RACING;motos;
984;200;FY100-10A;motos;
985;200;FY125-19;motos;
986;200;FY125-20;motos;
987;200;FY125EY-2;motos;
988;200;FY125Y-3;motos;
989;200;FY150-3;motos;
990;200;FY150T-18;motos;
991;200;FY250;motos;
992;136;GR08T4;motos;
993;136;GR 125S/ST;motos;
995;136;GR125T3;motos;
996;136;GR125U;motos;
997;136;GR 125Z;motos;
998;136;GR 150P/PI;motos;
1000;136;GR150ST;motos;
1001;136;GR150T3;motos;
1002;136;GR150TI;motos;
1003;136;GR150U;motos;
1004;136;GR250T3;motos;
1005;201;ENDUCROSS;motos;
1006;201;ROOKIE ENDURO;motos;
1007;201;BOY;motos;
1008;201;MC;motos;
1009;201;PAMPERA;motos;
1010;201;TX BOY;motos;
1011;201;TXT;motos;
1012;201;TXT ROOKIE;motos;
1013;202;EASY;motos;
1014;202;RUNNER;motos;
1015;202;SAFARI;motos;
1016;202;SPORT;motos;
1018;203;HB-110;motos;
1019;203;HB-125;motos;
1020;203;HB-150;motos;
1022;204;SOFTAIL;motos;
1026;204;TOURING ROAD KING;motos;
1027;204;TOURING ELECTRA GLIDE;motos;
1028;204;DYNA;motos;
1038;204;V-ROD;motos;
1041;205;LEGION;motos;
1042;206;ANKUR;motos;
1043;206;PUCH;motos;
1044;206;STREAM;motos;
1045;7;AMERICA;motos;
1047;7;CB 1000R;motos;
1048;7;CB 1300;motos;
1049;7;SUPERBLACKBIRD CBR 1100XX;motos;
1050;7;CBR 250;motos;
1052;7;AERO CBX 150;motos;
1053;7;STRADA CBX 200;motos;
1054;7;CH 125R;motos;
1055;7;CR 85;motos;
1061;7;GL GOLD WING;motos;
1062;7;LEAD;motos;
1063;7;MAGNA VF 750C;motos;
1064;7;NX 200/250;motos;
1066;7;NX 350 SAHARA;motos;
1067;7;NX 400 FALCON;motos;
1069;7;NXR BROS;motos;
1070;7;POP 100;motos;
1074;7;SUPER HAWK;motos;
1075;7;TRX;motos;
1077;7;VALKYRIE;motos;
1078;7;VFR 1200;motos;
1083;7;VTX;motos;
1084;7;VARADERO XL 1000V;motos;
1085;7;XL;motos;
1086;7;XL 700V TRANSALP;motos;
1087;7;XLR;motos;
1088;7;XLX;motos;
1089;7;VLR 350;motos;
1091;7;XR;motos;
1092;7;TORNADO XR 250;motos;
1094;7;XRE 300;motos;
1095;207;FE;motos;
1098;208;CR;motos;
1099;208;HUSQY;motos;
1100;208;SM;motos;
1101;208;SMR;motos;
1102;208;TC;motos;
1103;208;TE;motos;
1104;208;WR;motos;
1105;208;WRE;motos;
1106;209;ACTION;motos;
1107;209;BRAVE;motos;
1108;209;MATRIX;motos;
1109;209;MOVING;motos;
1110;209;ONE;motos;
1111;209;VINTAGE;motos;
1112;209;WARRIOR;motos;
1113;210;JP;motos;
1115;211;BARHOG;motos;
1116;211;PROSTREET;motos;
1117;211;SPYDER;motos;
1118;212;ATLANTIC;motos;
1119;212;HYPE;motos;
1120;212;JONNY;motos;
1121;212;ORBIT;motos;
1122;212;PEGASUS;motos;
1123;212;QUICK;motos;
1124;212;TR;motos;
1126;213;TOP;motos;
1127;213;DUAL;motos;
1130;133;COMET GT 650;motos;
1131;133;COMET GT-R 650;motos;
1132;133;CRUISE;motos;
1134;133;ERO;motos;
1135;133;FLASH;motos;
1136;133;FURIA;motos;
1137;133;GF;motos;
1139;133;MAGIK;motos;
1140;133;MIDAS;motos;
1141;133;MIRAGE;motos;
1142;133;MOTOKAR;motos;
1143;133;PRIMA;motos;
1144;133;RX;motos;
1145;133;SETA;motos;
1146;133;SOFT;motos;
1147;133;SUPER CAB;motos;
1148;133;TN;motos;
1149;133;WAY;motos;
1150;133;WIN;motos;
1151;170;AVAJET;motos;
1152;170;CONCOURS;motos;
1153;170;D-TRACKER;motos;
1154;170;ER-6N;motos;
1156;170;KLX 110/140;motos;
1157;170;KX 100/125;motos;
1158;170;KZ;motos;
1159;170;MAXI;motos;
1160;170;NINJA 250;motos;
1161;170;VERSYS;motos;
1162;170;VOYAGER;motos;
1163;170;VULCAN;motos;
1166;170;ZZR;motos;
1167;214;DJW;motos;
1168;214;MBOY;motos;
1169;214;PEOPLE;motos;
1170;214;ZING;motos;
1182;215;AKROS;motos;
1183;215;ERGON;motos;
1184;215;NIX;motos;
1186;216;MOTO TRUCK;motos;
1187;217;QUATTOR;motos;
1188;218;FORMIGAO;motos;
1190;98;CARGO;motos;
1191;219;DE LUXE;motos;
1192;219;E RETRO;motos;
1193;219;LY;motos;
1194;220;TRICICLO;motos;
1195;221;CIAK;motos;
1196;221;SPIDER;motos;
1197;222;DRAGO;motos;
1198;222;EASY;motos;
1199;222;FAST;motos;
1200;222;SKEMA;motos;
1201;222;VITE;motos;
1202;223;CALIFORNIA;motos;
1203;223;QUOTA;motos;
1204;223;V11;motos;
1205;223;LE MANS;motos;
1206;224;230R;motos;
1207;225;BRUTALE;motos;
1208;225;F4;motos;
1209;226;BIG FORCE;motos;
1210;226;BLACK STAR;motos;
1211;226;BRX;motos;
1212;226;DUAL;motos;
1213;226;FENIX GOLD;motos;
1214;226;FOX;motos;
1215;226;GO;motos;
1216;226;HALLEY;motos;
1217;226;FENIX;motos;
1218;226;JURASIC;motos;
1219;226;MA;motos;
1222;226;SIMBA;motos;
1223;226;SPORT;motos;
1224;226;SPYDER;motos;
1225;226;STREET;motos;
1226;226;SUPER;motos;
1227;226;XRT;motos;
1228;227;AX;motos;
1229;227;JC;motos;
1230;227;QM;motos;
1231;228;BR III;motos;
1232;22;BUXY;motos;
1233;22;ELYSEO;motos;
1234;22;SCOOTELEC;motos;
1235;22;SPEEDAKE;motos;
1236;22;SPEEDFIGHT;motos;
1237;22;SQUAB;motos;
1238;22;TREKKER;motos;
1239;22;VIVACITY;motos;
1240;22;ZENITH;motos;
1241;229;BEVERLY;motos;
1242;229;LIBERTY;motos;
1243;229;MP3;motos;
1244;229;NRG;motos;
1245;229;RUNNER;motos;
1246;229;VESPA;motos;
1247;229;ZIP;motos;
1248;230;BLACK JACK;motos;
1249;230;FENIX GOLD;motos;
1250;230;GHOST;motos;
1251;230;SPYDER;motos;
1252;231;ENJOY;motos;
1253;231;HUSKY;motos;
1254;231;PASSING;motos;
1255;132;RACING 200;motos;
1256;232;SCROSS;motos;
1257;140;AKROS;motos;
1258;140;ERGON;motos;
1259;140;FIFTY;motos;
1260;140;HUNTER;motos;
1261;140;MAX;motos;
1262;140;PALIO;motos;
1263;140;PGO;motos;
1264;140;STX;motos;
1265;140;STX MOTARD;motos;
1266;140;SUPER FIFTY;motos;
1267;140;VBLADE;motos;
1268;140;WEB;motos;
1269;140;WEB EVO;motos;
1270;59;ADDRESS;motos;
1272;59;BANDIT 250;motos;
1273;59;BOULEVARD;motos;
1274;59;BURGMAN AN;motos;
1276;59;DR;motos;
1278;59;FREEWIND 650;motos;
1279;59;GS 500;motos;
1280;59;GSR;motos;
1282;59;INTRUDER;motos;
1283;59;KATANA;motos;
1284;59;LETS II;motos;
